Active,Curr,Loc,Gcis,Gcis-Sub,Comp_Id,Comp_Name,Cusip,Total_Assets,Debt_Liabilities,Debt_Longterm,Rev_Total,RD_Expense,Shares_Out,Share_End,Net_Income,Fyear
A,USD,USA,35,35201010,36786,KALARIS THERAPEUTICS INC,482929106,118.546,0,0,0,12.34,115.885,0.42,-58.769,2024
A,USD,USA,35,35201010,36787,INHIBIKASE THERAPE INC,45719W205,98.6,0.111,0,0,17.211,69.362,3.25,-27.52,2024
A,USD,USA,35,35201010,36819,KYMERA THERAPEUTIC INC,501575104,978.035,13.112,74.649,47.072,240.248,64.89,40.23,-223.858,2024
A,USD,ISR,35,35202010,36824,PRF TECHNOLOGIES LTD,M77798201,4.525,0.045,0,0,11.705,1.471,3.355,-14.588,2024
A,USD,NLD,35,35201010,36828,CUREVAC N.V.,N2451R105,831.177,5.509,34.832,563.31,158.439,224.338,3.41,167.913,2024
A,USD,USA,35,35202010,36847,HARMONY BIOSC HOLD INC,413197104,999.2,17.568,163.838,714.734,145.825,57.145,34.41,145.493,2024
A,USD,USA,35,35201010,36848,REVELATION BIOSCIENCES INC,76135L804,6.622,0,0,0,3.549,8.356,0.461,-15.039,2024
A,USD,USA,35,35201010,36911,DYNE THERAPEUTICS INC,26818M108,691.234,4.85,19.138,0,281.406,102.319,23.56,-317.418,2024
A,USD,USA,35,35202010,36915,LEONABIO INC,04746L203,58.779,0.414,0.803,0,70.682,39.041,0.5867,-96.94,2024
A,USD,USA,35,35201010,36949,COGENT BIOSCIENCES INC,19240Q201,327.898,1.565,15.902,0,232.658,110.539,7.8,-255.859,2024
A,USD,USA,35,35103010,36950,AMERICAN WELL CORP,03044L204,435.968,3.69,4.511,254.364,86.065,15.571,7.25,-208.143,2024
A,USD,GBR,35,35201010,36975,COMPASS PATHWAYS PLC,20451W101,213.666,7.238,24.955,0,119.039,68.552,3.78,-155.122,2024
A,USD,USA,35,35201010,36985,ELUTIA INC,05479K106,36.127,6.11,28.516,24.375,3.785,35.21,3.74,-53.949,2024
A,USD,USA,35,35201010,36987,ADICET BIO INC,7002207,220.219,3.132,14.102,0,99.323,82.569,0.962,-117.122,2024
A,USD,USA,35,35201010,37013,TAYSHA GENE THERPS INC,877619106,160.364,1.877,61.682,8.333,66.001,204.943,1.73,-89.298,2024
A,USD,USA,35,35103010,37023,GOODRX HLDGS INC,38246G108,1388.067,10.636,532.751,792.324,123.749,382.815,4.65,16.39,2024
A,USD,USA,35,35201010,37035,IMMUNOME INC,45257U108,240.241,0.063,4.769,9.041,281.886,64.461,10.62,-292.963,2024
A,USD,USA,35,35201010,37036,PMV PHARMACEUTICALS INC,69353Y103,191.288,0.352,0.838,0,58.527,51.935,1.51,-58.709,2024
A,USD,USA,35,35202010,37062,CALCIMEDICA INC,38942Q202,19.794,0,0,0,14.478,13.482,3.54,-13.7,2024
A,USD,USA,35,35201010,37063,PRELUDE THERAPEUTICS INC,74065P101,175.515,2.7,15.325,7,117.995,55.149,1.275,-127.173,2024
A,USD,USA,35,35201010,37081,C4 THERAPEUTICS INC,12529R107,349.602,5.774,59.982,35.584,110.637,70.626,3.6,-105.316,2024
A,USD,USA,35,35202010,37082,TARSUS PHARMACEUTI INC,87650L103,376.991,0.608,71.845,182.953,53.386,38.35,55.37,-115.554,2024
A,USD,USA,35,35201010,37084,ALIGOS THERAPEUTICS INC,01626L204,70.094,3.458,4.917,3.945,70.269,3.864,39.84,-131.211,2024
I,USD,USA,35,35201010,37102,KRONOS BIO INC,50107A104,124.363,3.394,21.506,9.848,48.664,60.456,0.95,-86.079,2024
A,USD,USA,35,35201010,37105,SPRUCE BIOSCIENCES INC,8.52E+212,45.209,1.905,0.86,4.911,46.418,42.231,0.42,-53.036,2024
A,USD,USA,35,35201010,37110,SHATTUCK LABS INC,82024L103,91.049,0.9,2.506,5.721,67.211,47.715,1.21,-75.41,2024
A,USD,USA,35,35201010,37135,FOGHORN THERAPEUTICS INC,344174107,283.982,9.067,28.064,22.602,94.528,55.594,4.72,-86.62,2024
A,USD,USA,35,35201010,37187,PRAXIS PRECIS MEDI INC,74006W207,483.11,1.259,0.11,8.553,152.413,19.422,76.96,-182.819,2024
A,USD,USA,35,35103010,37188,CLARITEV CORP,62548M209,5150.827,17.635,4523.582,930.624,,16.188,14.78,-1645.831,2024
A,USD,CYM,35,35201010,37240,MOONLAKE IMMUNOTHERAPEUTICS,61559X104,477.933,1.372,1.458,0,112.771,63.077,54.15,-118.936,2024
A,USD,USA,35,35202010,37292,ATEA PHARMACEUTICALS INC,04683R106,464.668,0.8,0.842,0,144.101,84.463,3.35,-168.385,2024
A,USD,USA,35,35201010,37310,DAMORA THERAPEUTICS INC,36322Q206,17.132,0.012,0.061,0,10.793,1.317,4.65,-21.439,2024
A,USD,USA,35,35201010,37325,OPUS GENETICS INC,67577R102,36.862,0,0,10.992,54.851,31.574,1.19,-57.532,2024
A,USD,USA,35,35201010,37350,FORUM MARKETS INC,68236V401,12.763,0.148,0.007,0,1.969,3.177,1.82,-6.168,2024
A,USD,USA,35,35203010,37338,SOTERA HEALTH CO,83601L102,3071.648,22.782,2327.851,1100.441,,283.466,13.68,44.398,2024
A,USD,LUX,35,35201010,37351,ALVOTECH,L01800108,1221.4,42.217,1148.019,491.978,171.312,301.806,13.23,-231.864,2024
A,USD,USA,35,35201010,37352,IN8BIO INC,4.57E+212,20.944,1.647,3.383,0,16.962,72.483,0.2572,-30.437,2024
A,USD,USA,35,35203010,37354,MARAVAI LIFESCIENS HLDGS INC,56600D107,1008.244,13.713,362.979,259.185,19.221,141.976,5.45,-144.846,2024
A,USD,USA,35,35201010,37364,COMPASS THERAPEUTICS INC,20454B104,140.403,0.338,6.296,0.85,42.342,137.82,1.45,-49.375,2024
A,USD,USA,35,35201010,37412,OLEMA PHARMACEUTICALS INC,68062P106,450.979,1.172,0.257,0,124.517,74.313,5.83,-129.474,2024
A,USD,USA,35,35103010,37414,CERTARA INC,15687V109,1575.104,8.306,303.591,385.148,37.105,161.009,10.65,-12.051,2024
A,USD,USA,35,35203010,37425,SEER INC,81578P106,366.597,2.312,23.652,14.17,50.585,59.128,2.31,-86.599,2024
A,USD,USA,35,35202010,37473,PETROS PHARMACEUTICALS INC,71678J308,10.635,7.311,0.075,5.112,2.615,10.528,0.3939,-14.319,2024
A,USD,USA,35,35201010,37495,ARS PHARMACEUTICALS INC,82835W108,351.153,0.042,69.383,89.149,19.58,97.954,10.55,7.998,2024
A,USD,NLD,35,35201010,37513,NEWAMSTERDAM PHARMA COMPANY,N62509109,864.62,0.246,0.202,45.563,151.406,108.064,25.7,-241.598,2024
A,USD,USA,35,35201010,37516,TRISALUS LIFE SCIENCES INC,89680M101,23.971,0.216,23.413,29.431,17.688,31.279,5.01,-30.045,2024
A,USD,CAN,35,35203010,37527,ABCELLERA BIOLOGICS INC,00288U106,1360.553,4.621,60.743,28.833,231.269,295.757,2.93,-162.857,2024
A,USD,USA,35,35202010,37534,REVIVA PHARMACEUTICALS HOLD,76152G209,15.503,0.458,0,0,22.907,46.579,1.81,-29.919,2024
A,USD,USA,35,35201010,37541,BIOATLA INC,09077B203,52.422,0.836,0,11,63.095,58.099,0.5912,-69.776,2024
A,USD,USA,35,35202010,37549,VIRPAX PHARMACEUTICALS INC,928251305,1.556,0,0,0,5.819,14.888,0.3799,-12.067,2024
I,USD,USA,35,35201010,37588,KINETA INC,49461C102,1.019,0.629,0,0,5.387,12.265,0.35015,-17.132,2024
A,USD,USA,35,35201010,37592,VINCERX PHARMA INC,92731L304,8.005,0,0,0,15.486,44.792,0.2628,-30.074,2024
A,USD,USA,35,35201010,37633,CLENE INC,185634201,27.337,1.285,19.558,0.342,20.158,8.09,5.31,-39.4,2024
A,USD,USA,35,35202010,37640,ENVERIC BIOSCIENCES INC,29405E505,3.083,0,0,0,2.841,10.17,0.3584,-9.575,2024
A,USD,USA,35,35103010,37671,ISPECIMEN INC,45032V207,9.35,0.043,0.269,9.291,1.493,1.697,2.655,-12.498,2024
A,USD,USA,35,35201010,37675,CULLINAN THERAPEUTICS INC,230031106,621.824,1.302,0.849,0,142.903,58.511,12.18,-167.383,2024
A,USD,USA,35,35202010,37707,SCILEX HOLDING CO,80880W205,92.953,39.705,5.053,56.59,9.641,183.244,0.4264,-72.807,2024
A,USD,DNK,35,35201010,37773,EVAXION A/S  -ADR,29970R303,12.485,0.473,9.628,3.344,10.457,1.403,0.8454,-10.567,2024
A,USD,USA,35,35201010,37786,BOLT BIOTHRPTCS INC,97702203,99.632,2.251,22.958,7.69,57.469,38.34,0.5351,-63.118,2024
A,USD,NLD,35,35202010,37803,PHARVARIS NV,N69605108,301.664,0.23,0.662,0,102.045,54.379,19.17,-138.962,2024
A,USD,USA,35,35201010,37807,LONGEVERON INC,54303L203,25.558,0.623,0.824,2.392,8.137,14.891,1.73,-15.973,2024
A,USD,GBR,35,35201010,37812,IMMUNOCORE HOLDINGS PLC,45258D105,1009.506,1.547,431.175,310.202,231.757,50.065,29.5,-51.087,2024
A,USD,USA,35,35201010,41916,MINERALYS THERAPEUTICS INC,603170101,205.903,0,0,0,168.581,49.822,12.31,-177.81,2024
A,USD,USA,35,35201010,37825,SENSEI BIOTHERAPEU INC,81728A207,45.361,2.318,1.527,0,18.627,25.181,0.4901,-30.157,2024
A,USD,USA,35,35201010,37844,VOR BIOPHARMA INC,929033207,142.891,4.215,27.615,0,93.31,124.776,1.11,-116.914,2024
A,USD,USA,35,35202010,37848,TERNS PHARMACEUTIC INC,880881107,363.929,0.428,0.919,0,70.112,87.127,5.54,-88.853,2024
A,USD,USA,35,35201010,37857,AEON BIOPHARMA INC,00791X209,3.142,0.121,12.834,0,14.181,39.997,0.54,42.005,2024
A,USD,CYM,35,35201010,37862,ADAGENE INC,5329107,89.268,17.934,0.559,0.103,28.781,47.11,1.99,-33.424,2024
A,USD,USA,35,35103010,37866,VSEE HEALTH INC,92919Y102,19.992,8.736,0.863,10.421,,16.297,1.36,-57.702,2024
A,USD,USA,35,35201010,37925,SANA BIOTCHNOLOGY INC,799566104,501.02,12.834,89.063,0,208.683,223.923,1.63,-266.759,2024
A,USD,USA,35,35201010,37938,GRI BIO INC,3622AW502,5.739,0.048,0.071,0,3.768,8.933,0.8284,-8.207,2024
A,USD,CYM,35,35201010,37967,SILEXION THERAPEUTICS CORP,G1281K130,2.863,1.162,3.329,0,5.815,1.849,2.01,-16.443,2024
A,USD,USA,35,35201010,38027,DISC MEDICINE INC,254604101,496.773,0.13,29.87,0,96.671,29.865,63.4,-109.357,2024
A,USD,CAN,35,35202010,38054,DRI HEALTHCARE TRUST,23344H109,984.867,56.888,374.802,184.712,,56.304,8.25,-3.364,2024
A,USD,USA,35,35202010,38076,NUVATION BIO INC,67080N101,540.626,7.946,0.969,7.873,524.189,337.838,2.66,-567.939,2024
A,USD,USA,35,35201010,38082,COEPTIS THERAPEUTIC HOLD INC,19207A207,8.909,1.23,0.169,0,2.332,2.116,5.5,-9.814,2024
A,USD,CHE,35,35202010,38121,OCULIS HOLDING AG,H5870P102,132.807,0.348,0.955,0.757,57.473,43.662,17,-94.653,2024
A,USD,USA,35,35202010,38139,VERANO HOLDINGS CORP,92339H101,1988.956,29.403,493.58,878.585,,358.747,1.245,-341.859,2024
A,USD,USA,35,35202010,38200,BIOTE CORP,90683103,122.37,6.773,104.089,197.191,,31.486,6.18,3.157,2024
A,USD,USA,35,35103010,38209,FORIAN INC,34630N106,47.17,6.721,0.012,20.153,1.445,31.011,2.06,-3.771,2024
A,USD,USA,35,35201010,38242,LONGEVITY HEALTH HLDINGS INC,142922129,1.474,0.329,0.31,0.05,1.054,20.905,0.2791,-10.368,2024
A,USD,CAN,35,35201010,38275,EUPRAXIA PHARMACEUTICALS INC,29842P105,34.942,0.072,0,0,16.079,35.642,3.17,-25.503,2024
A,USD,USA,35,35103010,38308,ONEMEDNET CORP,68270C103,3.727,8.763,0,0.643,1.467,27.987,1.36,-10.129,2024
A,USD,USA,35,35201010,38333,GAIN THERAPEUTICS INC,36269B105,12.124,0.271,0.382,0,10.791,27.133,2.16,-20.411,2024
A,USD,USA,35,35201010,38386,INSTIL BIO INC,45783C200,263.567,1.682,85.204,0,21.838,6.526,19.09,-74.135,2024
A,USD,ISR,35,35201010,38393,CHEMOMAB THERAPEU -ADR,16385C203,16.964,0.115,0.209,0,11.327,18.857,1.81,-13.945,2024
A,USD,CAN,35,35201010,38400,PSYENCE BIOMEDICAL LTD,74449F407,7.316,0,0,0,0.342,4.526,0.6,1.012,2024
A,USD,CYM,35,35201010,38422,CONNECT BIOPHARMA HOLDIG LTD,G23549101,101.284,0.154,0.024,26.033,29.256,55.349,1.38,-15.628,2024
A,USD,USA,35,35201010,38441,DESIGN THERAPEUTIS INC,25056L103,252.093,0.8,1.534,0,44.35,56.754,6.17,-49.588,2024
A,USD,USA,35,35201010,38453,ONKURE THERAPEUTICS INC,68277Q105,114.907,0.536,0.549,0,43.795,13.347,8.6,-52.673,2024
A,USD,USA,35,35202010,38467,EDGEWISE THERA INC,28036F105,486.817,0.996,3.741,0,126.966,94.838,26.7,-133.813,2024
A,USD,USA,35,35202010,38469,IMAGENEBIO INC,45175G207,141.51,3.784,3.737,0,30.875,48.258,1.64,-49.234,2024
A,USD,USA,35,35201010,38474,RECURSION PHARMA INC,75629V104,1448.598,22.22,86.272,58.839,314.421,396.802,6.76,-463.661,2024
A,USD,USA,35,35201010,38496,ERNEXA THERAPEUTICS INC,114082308,5.269,0.207,0.477,0.582,4.604,51.386,0.294,-44.539,2024
A,USD,USA,35,35201010,38511,TRANSCODE THERAPEUTICS INC,89357L501,7.294,0.038,0,0,9.706,1.029,3.37,-16.755,2024
I,USD,NLD,35,35201010,38513,LAVA THERAPEUTICS N V,N51517105,80.831,5.201,0.08,11.982,28.45,26.305,0.951,-25.114,2024
I,USD,USA,35,35203010,38527,AKOYA BIOSNCS INC,00974H104,125.005,3.283,80.863,81.672,19.745,49.572,2.29,-55.365,2024
A,USD,USA,35,35201010,38529,BIOMEA FUSION INC,09077A106,79.938,2.079,6.692,0,118.085,36.311,3.88,-138.426,2024
A,USD,USA,35,35201010,38535,ESTRELLA IMMUNOPHARMA INC,297584104,4.454,0,0,0,4.109,36.289,1.05,-7.312,2024
A,USD,USA,35,35103010,41936,BULLFROG AI HOLDINGS INC,1.20E+113,5.552,0,0,0,2.223,9.113,2,-6.994,2024
A,USD,USA,35,35201010,38617,ARTIVA BIOTHERAPEUTICS INC,04317A107,209.581,3.74,10.614,0.251,50.328,24.292,10.08,-65.373,2024
A,USD,USA,35,35201010,38625,WEREWOLF THERAPTCS INC,95075A107,126.929,1.557,35.53,1.885,56.434,44.827,1.48,-70.515,2024
A,USD,GBR,35,35201010,38643,BARINTHUS BIOTHERAPEUTICS,91864C107,160.327,1.92,10.087,16.145,42.236,40.235,1.208,-61.074,2024
A,USD,USA,35,35201010,38649,NKGEN BIOTECH INC,65488A101,16.231,42.065,11.087,0,10.656,44.239,0.6552,-44.286,2024
A,USD,USA,35,35202010,38664,Q/C TECHNOLOGIES INC,62856X300,21.421,0.011,0,0,3.441,3.364,1.15,-23.359,2024
A,USD,USA,35,35202010,38687,ATAIBECKLEY INC,04650F101,159.387,9.841,14.454,0.308,54.93,167.96,1.33,-149.269,2024
A,USD,CYM,35,35202010,38705,REGENCELL BIOSCIENCE HOL LTD,G7487R100,8.438,0.06,0.026,0,1.066,13.013,3.36,-4.302,2024
A,USD,USA,35,35202010,38706,ANEBULO PHARMA INC,34569103,4.074,0,0,0,3.549,25.933,2.73,-8.202,2024
A,USD,USA,35,35201010,38711,PALISADE BIO INC,696389402,10.88,0.169,0,0,9.063,2.769,1.65,-14.438,2024
A,USD,CYM,35,35201010,38750,LAKESHORE BIOPHARMA CO LTD,G9845F208,188.474,53.869,3.239,84.746,20.171,20.767,2.45,-13.778,2024
I,USD,USA,35,35201010,38738,TOURMALINE BIO INC,89157D105,309.001,0.227,0.017,0,66.985,25.618,20.28,-73.21,2024
A,USD,USA,35,35201010,38745,TSCAN THERAPEUTICS INC,89854M101,371.118,4.57,92.811,2.816,107.35,56.591,3.04,-127.499,2024
A,USD,USA,35,35201010,38763,DAY ONE BIOPHARMACEUTCLS INC,23954D109,582.788,0.01,2.592,131.161,227.702,101.116,12.67,-95.496,2024
A,USD,USA,35,35201010,38782,VERA THERAPEUTICS INC,92337R101,655.681,1.483,53.155,0,126.172,63.56,42.29,-152.148,2024
A,USD,USA,35,35201010,38783,SENTI BIOSCIENCES INC,81726A209,97.841,4.75,28.891,0,34.356,4.829,3.51,-52.79,2024
A,USD,USA,35,35201010,38790,SAGIMET BIOSCIENCES INC,786700104,160.259,0.078,0,0,38.444,32.196,4.5,-45.567,2024
A,USD,USA,35,35201010,38791,ALZAMEND NEURO INC,02262M605,4.603,0,0,0,1.415,7.009,0.66,-4.515,2024
A,USD,USA,35,35201010,38804,ZYVERSA THERAPEUTICS INC,98987D300,20.599,0,0,0,1.78,2.508,1.06,-9.413,2024
A,USD,GBR,35,35201010,38805,CENTESSA PHARMACEUTICALS PLC,152309100,576.798,0.602,117.226,0,150.244,132.632,16.75,-235.757,2024
A,USD,USA,35,35202010,38821,ORGANON & CO,68622V106,13101,64,8972,6403,550,257.799,14.92,864,2024
A,USD,USA,35,35201010,38840,CITIUS ONCOLOGY INC,17331Y109,84.369,0,3.8,0,4.925,71.552,1.39,-21.149,2024
A,USD,USA,35,35201010,38857,JANUX THERAPEUTICS INC,47103J105,1061.516,1.749,21.276,10.588,68.388,59.065,53.54,-68.994,2024
A,USD,USA,35,35201010,38867,UNICYCIVE THERAPEUTICS INC,90466Y202,31.668,0.564,0.117,0,20.014,113.842,0.7942,-36.729,2024
A,USD,USA,35,35202010,38874,NRX PHARMACEUTICALS INC,629444209,3.651,1.246,5.011,0,6.199,14.592,2.2,-25.126,2024
A,USD,USA,35,35201010,38883,LYELL IMMUNOPHARMA INC,55083R203,490.859,7.974,50.994,0.061,258.787,294.876,0.64,-342.994,2024
A,USD,USA,35,35201010,38900,HCW BIOLOGICS INC,40423R204,30.237,6.315,7.378,2.567,6.389,44.541,0.4461,-30.024,2024
I,USD,USA,35,35201010,38908,VERVE THERAPEUTICS INC,92539P101,647.392,10.442,59.541,32.332,204.347,88.758,5.64,-198.709,2024
A,USD,USA,35,35201010,38910,ACURX PHARMA INC,00510M203,3.858,0,0,0,5.404,17.031,0.814,-14.103,2024
A,USD,USA,35,35201010,38920,CENTURY THERAPEUTI INC,15673T100,353.216,4.87,48.96,6.589,107.244,85.836,1.01,-126.566,2024
A,USD,USA,35,35103010,38927,DOXIMITY INC,26622P107,1264.309,2.211,10.185,570.399,93.038,188.875,58.03,223.185,2024
A,USD,IRL,35,35202010,38957,GH RESEARCH PLC,G3855L106,188.273,0.255,0.369,0,35.016,52.028,7,-38.961,2024
A,USD,USA,35,35203010,38960,QUANTUM SI INC,74765K105,247.871,3.698,9.25,3.058,59.641,166.891,2.7,-101.007,2024
A,USD,USA,35,35203010,38979,NAUTILUS BIOTECHNOLOGY INC,63909J108,242.743,4.097,26.381,0,50.477,126.106,1.68,-70.78,2024
A,USD,USA,35,35201010,38986,ACUMEN PHARMACEUTICALS INC,00509G209,238.992,0.133,29.569,0,93.798,60.094,1.72,-102.329,2024
A,USD,USA,35,35201010,38987,JADE BIOSCIENCES INC,8064206,80.332,0.417,0,0,53.187,28.985,2.65,-69.628,2024
A,USD,USA,35,35201010,38993,DERMATA THERAPEUTICS INC,249845504,3.534,0,0,0,8.204,2.518,1.35,-12.287,2024
A,USD,CYM,35,35201010,39028,ZURA BIO LIMITED,G9TY5A101,179.533,0,0,0,24.401,65.298,2.5,-52.403,2024
A,USD,USA,35,35203010,39051,ALPHA TEKNOVA INC,02080L102,118.769,5.901,24.327,37.745,2.759,53.41,8.35,-26.745,2024
A,USD,USA,35,35201010,39057,MONTE ROSA THERAPEUTICS INC,61225M102,438.732,3.714,39.001,75.622,121.563,61.507,6.94,-72.7,2024
I,USD,USA,35,35201010,39060,ELEVATION ONCOL INC,28623U101,95.626,0,31.134,0,28.597,59.131,0.5626,-44.485,2024
A,USD,USA,35,35202010,39063,LENZ THERAPEUTICS INC,52635N103,215.304,0.567,0.814,0,29.801,27.518,28.87,-49.769,2024
A,USD,ITA,35,35203010,39077,STEVANATO GROUP S P A,T9224W109,2411.056,115.887,328.231,1152.434,32.786,272.899,21.79,121.937,2024
A,USD,USA,35,35201010,39089,PASITHEA THERAPEUTICS CORP,70261F202,16.065,0,0,0,7.198,1.394,3.15,-13.905,2024
A,USD,USA,35,35201010,39104,TEMPEST THERAPEUTICS INC,87978U207,41.488,7.223,8.142,0,28.476,43.972,0.8345,-41.843,2024
A,USD,USA,35,35201010,39160,ENSYSCE BIOSCIENCES INC,293602504,5.597,0.302,0,5.21,7.219,1.356,8.14,-7.987,2024
A,USD,USA,35,35201010,39170,SERA PROGNOSTICS INC,81749D107,72.575,0.838,0.002,0.077,14.73,34.175,8.14,-32.898,2024
A,USD,USA,35,35201010,39175,ABSCI CORP,9.10E+110,213.608,4.419,5.686,4.534,63.859,115.362,2.62,-103.106,2024
A,USD,USA,35,35201010,39189,IMMUNEERING CORP,4.53E+111,52.714,0.338,3.824,0,47.964,31.05,2.2,-61.037,2024
A,USD,USA,35,35202010,39190,RANI THERAPET HOLD INC,753018100,36.634,16.459,13.25,1.028,26.682,33.43,1.37,-30.018,2024
A,USD,USA,35,35201010,39198,ERASCA INC,29479A108,502.526,4.619,47.27,0,137.859,283.218,2.51,-161.65,2024
A,USD,USA,35,35203010,39202,RAPID MICRO BIOSYSTEMS INC,75340L104,98.169,1.214,4.954,28.051,14.597,43.039,0.9,-46.889,2024
A,USD,USA,35,35201010,39204,TENAYA THERAPEUTICS INC,87990A106,119.94,2.778,10.83,0,86.742,86.542,1.43,-111.129,2024
A,USD,USA,35,35203010,39246,CYTEK BIOSCIENCES INC,23285D109,499.5,8.414,8.602,200.453,39.402,129.206,6.49,-6.02,2024
A,USD,USA,35,35201010,39266,INVIVYD INC,00534A102,129.515,1.304,0,25.384,137.254,119.835,0.4431,-169.925,2024
A,USD,USA,35,35201010,39269,CANDEL THERAPTCS INC,137404109,106.866,10.461,3.01,0,19.314,46.81,8.68,-55.177,2024
A,USD,USA,35,35201010,39271,CLIMB BIO INC,28658R106,217.187,0.157,0.375,0,65.995,67.255,1.8,-73.897,2024
A,USD,USA,35,35201010,39277,CELULARITY INC,151190204,132.682,6.361,62.475,54.22,17.386,22.547,2.08,-57.892,2024
A,USD,USA,35,35202010,39290,COGNITION THERAPEUTICS INC,19243B102,30.234,0.472,0.342,0,41.676,59.855,0.7013,-33.971,2024
A,USD,USA,35,35201010,39291,CARIBOU BIOSCIENCE INC,142038108,313.313,1.426,25.061,9.994,130.153,92.379,1.59,-149.105,2024
A,USD,CHE,35,35103010,39294,SOPHIA GENETICS SA,H82027105,155.309,2.19,27.84,65.173,34.366,66.687,3.07,-62.493,2024
A,USD,USA,35,35202010,39342,BIOFRONTERA INC,09077D209,22.101,0.548,4.374,37.321,2.089,8.874,1.09,-17.759,2024
A,USD,USA,35,35201010,39344,NUVALENT INC,670703107,1141.752,0,0,0,217.774,71.345,78.28,-260.756,2024
A,USD,USA,35,35201010,39642,MINK THERAPEUTICS INC,603693201,5.721,0,4.925,0,6.336,39.63,0.6969,-10.785,2024
A,USD,USA,35,35201010,39359,RALLYBIO CORP,75120L209,68.108,0.154,0,0.636,41.507,41.51,0.96,-57.775,2024
A,USD,USA,35,35203010,39399,OMNIAB INC,68218J103,325.558,3.782,19.382,26.391,55.11,121.599,3.54,-62.033,2024
A,USD,USA,35,35201010,39402,TANGO THERAPEUTICS INC,87583X109,316.492,2.454,34.039,42.069,143.918,107.729,3.09,-130.302,2024
A,USD,USA,35,35201010,39411,RENOVORX INC,75989R107,8.118,0.066,0.212,0.043,6.025,24.035,1.29,-8.814,2024
A,USD,USA,35,35201010,39417,SURROZEN INC,86889P208,48.467,1.829,6.64,10.655,21.132,3.262,14.35,-63.564,2024
A,USD,USA,35,35103010,39476,DEFINITIVE HEALTH CORP,2.45E+107,1089.389,16.158,236.954,252.202,36.518,113.954,4.11,-413.124,2024
A,USD,USA,35,35201010,39477,TYRA BIOSCIENCES INC,90240B106,363.558,0.412,5.81,0,80.077,50.75,13.9,-86.481,2024
A,USD,USA,35,35201010,39501,CALIDI BIOTHERAPEUTICS INC,320703408,14.182,4.446,2.59,0,8.878,20.76,1.15,-22.143,2024
A,USD,USA,35,35201010,39525,HUMACYTE INC,44486Q103,137.872,2.917,77.553,0,88.599,130.028,5.05,-148.701,2024
A,USD,USA,35,35201010,39527,WHITEHAWK THERAPEUTICS INC,00032Q104,70.319,0.268,0.565,25.983,51.03,24.681,3.155,-63.691,2024
A,USD,USA,35,35103010,39552,HEALTHCARE TRIANGL INC,42227W405,1.961,2.65,0,11.696,0.429,5.667,0.9864,-5.969,2024
A,USD,USA,35,35201010,39573,OCEAN BIOMEDICAL INC,67644C104,0.902,16.3,0,0,0.026,34.869,0.553,-9.48,2024
A,USD,USA,35,35202010,39620,CINGULATE INC,17248W303,14.865,2.662,0,0,9.445,3.402,4.93,-15.546,2024
A,USD,USA,35,35202010,39633,CONTEXT THERAPEUTICS INC,21077P108,98.127,0.107,0.112,0,22.701,89.704,1.05,-26.725,2024
A,USD,USA,35,35201010,39649,CERO THERAPEUTICS HLDGS INC,71902K402,6.207,0.876,0.699,0,7.08,241.588,0.06,-8.304,2024
A,USD,USA,35,35201010,39677,IMMIX BIOPHARMA INC,45258H106,22.948,0.065,1.01,0,11.293,27.54,2.2,-21.613,2024
A,USD,USA,35,35203010,39680,GINKGO BIOWORKS HOLDINGS INC,37611X209,1377.449,28.965,438.792,227.043,424.061,54.366,9.82,-547.029,2024
A,USD,USA,35,35201010,39683,PYXIS ONCOLOGY INC,747324101,157.181,1.45,18.75,16.146,79.711,59.968,1.56,-77.331,2024
A,USD,USA,35,35203010,40557,CDT EQUITY INC,20678X502,4.193,7.35,0.107,0,3.378,138.48,0.0686,-17.802,2024
A,USD,CYM,35,35201010,39693,APOLLOMICS INC,G0411D123,13.098,0.233,0.733,0,24.566,1.103,9.75,-53.858,2024
A,USD,USA,35,35201010,39740,JASPER THERAPEUTICS INC,471871202,79.899,1.089,0.724,0,55.821,15.022,21.38,-71.269,2024
A,USD,USA,35,35201010,39755,CANTON STRATEGIC HOLDING INC,432705309,3.722,0,0,0,6.392,1.974,2.03,-12.198,2024
A,USD,USA,35,35202010,39774,VENTYX BIOSCIENCES INC,92332V107,276.563,1.052,9.742,0,117.002,71.13,2.19,-135.122,2024
A,USD,BMU,35,35201010,39791,ROIVANT SCIENCES LTD,G76279101,5436.94,9.842,90.328,29.053,550.413,695.938,10.09,-171.981,2024
A,USD,USA,35,35201010,39801,ABVC BIOPHARMA INC,00091F304,7.54,2.194,0.237,0.51,0.179,13.868,0.59,-4.903,2024
A,USD,USA,35,35201010,39806,XILIO THERAPEUTICS INC,98422T209,71.075,1.188,6.954,6.344,41.211,45.757,0.955,-58.241,2024
A,USD,USA,35,35201010,39839,NUVECTIS PHARMA INC,67080T108,18.607,0,0,0,12.918,19.496,5.41,-19,2024
A,USD,USA,35,35201010,39853,TEVOGEN BIO HOLDINGS INC,88165K200,3.462,1.88,1.006,0,31.033,177.991,1.03,-13.727,2024
A,USD,CYM,35,35201010,45685,ANBIO BIOTECHNOLOGY,G0367B105,18.922,0,0,8.185,0.454,42.291,,2.373,2024
A,USD,USA,35,35201010,39863,ONCONETIX INC,68237Q302,28.182,9.447,0,2.524,0.154,11.755,0.63,-58.691,2024
